"BINS";"Spectrum";"fit_undefined";"fit_undefined"
0;0
1;0
2;0
3;0
4;0
5;0
6;1
7;0
8;4
9;10
10;34
11;87
12;190
13;334
14;634
15;937
16;1412
17;1872
18;2115
19;2546
20;2487
21;2616
22;2608
23;2662
24;2644
25;2717
26;2929
27;2930
28;3061
29;3341
30;3498
31;3678
32;3879
33;3780
34;3970
35;4041
36;3969
37;4193
38;4281
39;4686
40;4935
41;5590
42;6069
43;6835
44;7966
45;9350
46;11073
47;12351
48;13769
49;14289
50;14440
51;13936
52;13151
53;11991
54;11187
55;10285
56;9560
57;8660
58;7853
59;6991
60;6231
61;5479
62;4889
63;4371
64;4041
65;3805
66;3614
67;3443
68;3337
69;3249
70;3352
71;3373
72;3433
73;3505
74;3693
75;3647
76;3524
77;3323
78;3422
79;3166
80;3022
81;2932;3,062107761785005e-23
81,108;;4,0909068356812793e-23
81,216;;5,461572125972539e-23
81,324;;7,28642875458476e-23
81,432;;9,714282691265479e-23
81,54;;1,294212879905325e-22
81,648;;1,723057073101985e-22
81,756;;2,292411473894478e-22
81,864;;3,0477858569556324e-22
81,972;;4,049256524218132e-22
82;2776
82,08;;5,376072255502757e-22
82,188;;7,13269853512028e-22
82,296;;9,456743420051196e-22
82,404;;1,2529343281736994e-21
82,512;;1,6588761984969572e-21
82,62;;2,1948184833635772e-21
82,72800000000001;;2,901898427300065e-21
82,836;;3,834111784125336e-21
82,944;;5,062281593392373e-21
83;2718
83,052;;6,679236072971578e-21
83,16;;8,806559080113978e-21
83,268;;1,160338434007533e-20
83,376;;1,5277843875174207e-20
83,48400000000001;;2,010196085383488e-20
83,592;;2,6431009054892463e-20
83,7;;3,4728660230844093e-20
83,808;;4,559962597986736e-20
83,916;;5,983199679049572e-20
84;2722
84,024;;7,845211904095419e-20
84,132;;1,0279567098177612e-19
84,24000000000001;;1,3459965228956696e-19
84,348;;1,761213539907561e-19
84,456;;2,302921097603945e-19
84,56400000000001;;3,0091585202863215e-19
84,672;;3,9292534226220154e-19
84,78;;5,127125863902593e-19
84,888;;6,685546025272195e-19
84,99600000000001;;8,71161657057165e-19
85;2597
85,104;;1,1343826799150122e-18
85,212;;1,476112258504927e-18
85,32000000000001;;1,9194559599865436e-18
85,428;;2,4942264628693702e-18
85,536;;3,2388630012481676e-18
85,644;;4,202892089709672e-18
85,75200000000001;;5,45007985850555e-18
85,86;;7,062467423571389e-18
85,968;;9,145532861388451e-18
86;2661
86,07600000000001;;1,1834789475414624e-17
86,184;;1,5304213808050545e-17
86,292;;1,9777002900588398e-17
86,4;;2,5539294457073636e-17
86,50800000000001;;3,295765314478889e-17
86,616;;4,250134045330082e-17
86,724;;5,477065586471142e-17
86,83200000000001;;7,053297801323982e-17
86,94;;9,076856413731052e-17
87;2602
87,048;;1,167287071128225e-16
87,156;;1,50009530042907e-16
87,26400000000001;;1,9264555418328666e-16
87,372;;2,4722825112563474e-16
87,48;;3,170561398181573e-16
87,58800000000001;;4,0632468195602603e-16
87,69600000000001;;5,2036635120435915e-16
87,804;;6,659539092653e-16
87,912;;8,516832475946171e-16
88;2548
88,02000000000001;;1,0884563124212039e-15
88,128;;1,3900898272608981e-15
88,236;;1,7740820152272833e-15
88,34400000000001;;2,2625776178538382e-15
88,45200000000001;;2,8835815976925518e-15
88,56;;3,6724844811274685e-15
88,668;;4,6739779423023e-15
88,77600000000001;;5,944458686075104e-15
88,88400000000001;;7,55504286774256e-15
88,992;;9,595343312857941e-15
89;2492
89,10000000000001;;1,2178199055976035e-14
89,20800000000001;;1,544559290738866e-14
89,316;;1,957604997983558e-14
89,424;;2,4793880942505497e-14
89,53200000000001;;3,1380721386850854e-14
89,64000000000001;;3,968992697873542e-14
89,748;;5,0164517806780813e-14
89,85600000000001;;6,335953036676634e-14
89,96400000000001;;7,996983910950516e-14
90;2460
90,072;;1,0086476018921888e-13
90,18;;1,2713105869624354e-13
90,28800000000001;;1,601263603311583e-13
90,39600000000002;;2,0154543515322554e-13
90,504;;2,535023941978912e-13
90,61200000000001;;3,1863254314715384e-13
90,72000000000001;;4,0021849975823807e-13
90,828;;5,023462385734291e-13
90,936;;6,300980202880091e-13
91;2384
91,04400000000001;;7,897907459510787e-13
